"","plot","year","Pndjfm","VPDaso","VPDmjj","logP","vpdtot","stdP","stdVPD","fdsi"
"2042","SPR1575120",1914,39.9008593120575,38.5815,10.3536,3.68639786030695,24.46755,0.686605168069834,0.0122703182307812,0.295234895741489
"2043","SPR1575120",1915,17.6047396221161,40.1274,7.9702,2.8681681625014,24.0488,-2.47431103482182,-0.194375832479844,-0.979846389132888
"2044","SPR1575120",1916,44.2061590213776,41.2015,8.3588,3.78886412375118,24.78015,1.08244422553656,0.166533211871718,0.383016860587925
"2045","SPR1575120",1917,28.9534601840973,36.3004,7.0557,3.36568971964347,21.67805,-0.552327567983645,-1.3643014725926,0.520984694739052
"2046","SPR1575120",1918,31.0794395494461,41.5552,9.9274,3.43654649282225,25.7413,-0.278599636785216,0.640844728899819,-0.481456888369394
"2047","SPR1575120",1919,31.1632604384422,37.9052,8.6163,3.43923985090869,23.26075,-0.26819488218092,-0.583265382491804,0.208622866035806
"2048","SPR1575120",1920,35.0240598449707,40.4765,9.9225,3.55603524946368,25.1995,0.182999285796331,0.373475452589331,-0.12862656769964
"2049","SPR1575120",1921,30.2793397674561,36.3089,11.2391,3.41046562408636,23.774,-0.379353056997038,-0.329985055680512,0.0178762861023901
"2050","SPR1575120",1922,45.9079596996307,41.119,5.9477,3.82663851596735,23.53335,1.2283710829101,-0.448741822650095,0.791778697164497
"2051","SPR1575120",1923,26.890979970932,41.7102,9.3279,3.29179091331073,25.51905,-0.837807226003864,0.531168055477881,-0.666089290509314
"2052","SPR1575120",1924,26.1772403488159,36.5744,10.3746,3.26489034426164,23.4745,-0.941727243576351,-0.477783317502203,-0.146801329372361
"2053","SPR1575120",1925,26.9417806491852,40.5584,10.348,3.29367826564963,25.4532,-0.830516165065112,0.498672177210908,-0.644683531866758
"2054","SPR1575120",1926,20.0837796802521,34.2149,12.0423,2.99991250819853,23.1286,-1.96536735058465,-0.648479206530992,-0.501613278599889
"2055","SPR1575120",1927,37.4015,40.5881,9.1853,3.6217108105681,24.8867,0.436711593948545,0.219113862279398,0.0694493384608969
"2056","SPR1575120",1928,30.2793400096893,39.8255,12.0814,3.41046563208631,25.95345,-0.379353026092293,0.745537220537454,-0.584416174981583
"2057","SPR1575120",1929,30.2615603294373,43.1377,8.6046,3.40987827112327,25.87115,-0.381622069601711,0.70492354124555,-0.562670893722261
"2058","SPR1575120",1930,27.028140203476,42.4697,9.7107,3.29687855301834,26.0902,-0.81815308386091,0.813021067963552,-0.81527915495839
"2059","SPR1575120",1931,21.280119811058,37.8321,11.3282,3.05777329467649,24.58015,-1.74184442299997,0.0678365428755987,-0.80440001013032
"2060","SPR1575120",1932,43.0911008720398,40.2996,6.9771,3.76331649950376,23.63835,0.983750790617672,-0.396926071427131,0.655128947870969
"2061","SPR1575120",1933,28.1508204045296,39.8581,7.1875,3.33757649819404,23.5228,-0.660932202395368,-0.453948071939639,-0.0365992487677639
"2062","SPR1575120",1934,25.62860014534,45.5163,14.7303,3.24370892106697,30.1233,-1.02355353753255,2.8032887466048,-2.02020525461301
"2063","SPR1575120",1935,44.823379825592,43.2514,9.2113,3.80272987440054,26.23135,1.13600922813955,0.882676242107563,0.00554536480116513
"2064","SPR1575120",1936,44.3941204166412,42.726,9.3158,3.79310703762085,26.0209,1.09883509381484,0.778822672156394,0.0473467448709493
"2065","SPR1575120",1937,39.0982208136767,39.7441,6.2524,3.66607696246948,22.99825,0.608103183353251,-0.712804760549211,0.666736066582989
"2066","SPR1575120",1938,42.5551597480774,44.7058,6.2549,3.75080111084216,25.48035,0.935402392958621,0.512070250027131,0.1248177128866
"2067","SPR1575120",1939,31.6331599903107,38.531,6.9957,3.4542059371744,22.76335,-0.210379155499249,-0.828723998285156,0.371518610620018
"2068","SPR1575120",1940,35.8495596027374,40.6017,9.3965,3.5793312825277,24.9991,0.272994562883745,0.274581390255218,-0.0336479708740743
"2069","SPR1575120",1941,34.1020403003693,41.578,10.2405,3.52935721535496,25.90925,0.0799389465031975,0.723725256689311,-0.370113007284607
"2070","SPR1575120",1942,40.7720796318054,31.539,7.327,3.70799752440456,19.433,0.770047175132458,-2.47219625624129,1.72325066055341
"2071","SPR1575120",1943,41.5493199806213,39.321,8.4829,3.72688115487683,23.90195,0.842996829354607,-0.266843861690245,0.520351167462564
"2072","SPR1575120",1944,31.5849000968933,39.9089,6.9028,3.45267916135352,23.40585,-0.216277267537158,-0.51166094913512,0.191368133799318
"2073","SPR1575120",1945,50.9828800678253,43.2875,7.1102,3.93148989142492,25.19885,1.63342410465714,0.373154688415094,0.50973998053669
"2074","SPR1575120",1946,37.9831599903107,37.5416,9.0891,3.63714290335307,23.31535,0.496327557851333,-0.556321191855863,0.52992399289387
"2075","SPR1575120",1947,26.0324596996307,36.8531,11.8191,3.25934420934161,24.3361,-0.963152605891052,-0.052598067466919,-0.394332228810588
"2076","SPR1575120",1948,29.207459941864,39.5897,8.278,3.37442415410652,23.93385,-0.518585434825444,-0.251101742985364,-0.0875606152513914
"2077","SPR1575120",1949,34.5566990795135,39.4252,5.1927,3.54260142662867,22.30895,0.131102870425599,-1.05296283024434,0.647344447924093
"2078","SPR1575120",1950,29.7713407363892,40.7604,10.0124,3.39354621050632,25.3864,-0.444714713597849,0.465707489766206,-0.456470668252129
"2079","SPR1575120",1951,38.9559792442322,40.842,9.6985,3.66243227129853,25.27025,0.594023318728827,0.408389399246707,0.0326721966625278
"2080","SPR1575120",1952,51.0920994186401,41.1586,5.2529,3.93362987505353,23.20575,1.64169110956266,-0.610406966465737,1.06417198942838
"2081","SPR1575120",1953,20.5460598449707,46.5786,12.6875,3.02266918752081,29.63305,-1.87745565954395,2.56135853672807,-2.26044127076706
"2082","SPR1575120",1954,31.115,43.0168,11.0372,3.43769001802118,27.027,-0.274182066340883,1.27531626554138,-0.834817217893159
"2083","SPR1575120",1955,26.6471404457092,40.6254,7.2477,3.28268184450614,23.93655,-0.872996615065293,-0.249769337953916,-0.244247681374536
"2084","SPR1575120",1956,40.4215596027374,43.9668,9.968,3.6993632961578,26.9674,0.736692150207504,1.24590465818053,-0.373562062489795
"2085","SPR1575120",1957,24.3636797771454,40.9383,9.5961,3.19309348960866,25.2672,-1.21908681851957,0.406884275044517,-0.764253394173539
"2086","SPR1575120",1958,38.7730994186401,39.8482,9.2592,3.65772669222339,24.5537,0.575845121112089,0.0547839084008616,0.222692864584837
"2087","SPR1575120",1959,20.8635598449707,45.0817,11.811,3.03800408913419,28.44635,-1.81821515640715,1.97574185123959,-1.90643010551332
"2088","SPR1575120",1960,23.2054401550293,39.2582,9.086,3.14438674062483,24.1721,-1.40724663778066,-0.133529336043736,-0.544412092438999
"2089","SPR1575120",1961,32.2224401550293,40.8306,11.0488,3.47266310905337,25.9397,-0.13907696027429,0.738751824543971,-0.474894884265312
"2090","SPR1575120",1962,40.0989792442322,33.5372,7.0344,3.69135087873248,20.2858,0.705739252589683,-2.05135365964184,1.45928332053889
"2091","SPR1575120",1963,23.6524799406528,43.981,11.3364,3.1634679695104,27.6587,-1.33353363797482,1.58704969456562,-1.47550262966567
"2092","SPR1575120",1964,29.149040058136,40.9634,7.7209,3.372421981144,24.34215,-0.526320061147607,-0.0496124932297854,-0.203797830696267
"2093","SPR1575120",1965,36.8173001937866,42.575,9.9087,3.60596784866753,26.24185,0.375894706604489,0.887857817229858,-0.331806706742745
"2094","SPR1575120",1966,26.8020795106888,35.5934,9.6624,3.28847947818899,22.6279,-0.850599683866483,-0.895566317362777,0.127253276821902
"2095","SPR1575120",1967,37.5284996366501,41.9109,10.2822,3.62510063464063,26.09655,0.449806877417938,0.816154687204177,-0.259131598770447
"2096","SPR1575120",1968,27.056080116272,41.3857,10.4864,3.29791175327957,25.93605,-0.814161711443939,0.736950610334792,-0.770923494822817
"2097","SPR1575120",1969,47.5945197868347,33.709,6.8357,3.86271762408066,20.27235,1.36774886121258,-2.05799101063183,1.75428446488736
"2098","SPR1575120",1970,28.4810197868347,42.1792,11.2204,3.34923789302472,26.6998,-0.615882881932585,1.11384851506372,-0.894743636486022
"2099","SPR1575120",1971,32.2097403488159,39.8351,10.0274,3.47226890211272,24.93125,-0.140599827397456,0.241098545298286,-0.196879109421921
"2100","SPR1575120",1972,32.2859394283295,38.8631,12.6282,3.47463182363649,25.74565,-0.131471587551521,0.642991381450486,-0.417922672134941
"2101","SPR1575120",1973,50.0100598449707,34.5935,6.45,3.91222418209018,20.52175,1.55899843548416,-1.93491626439367,1.76951241967348
"2102","SPR1575120",1974,34.4551003875732,38.4192,10.1245,3.53965703838999,24.27185,0.119728357234251,-0.0843043723819213,0.0998909257169463
"2103","SPR1575120",1975,41.5950395736694,42.2256,7.7145,3.72798091913988,24.97005,0.847245346229235,0.260245699083533,0.227050360854085
"2104","SPR1575120",1976,24.4475,38.4836,10.4433,3.19652796120429,24.46345,-1.20581905649121,0.010247036516362,-0.536298725305295
"2105","SPR1575120",1977,15.2806400823593,31.2332,10.9369,2.72658667306777,21.08505,-3.02125674600847,-1.65693709616609,-0.401468194390714
"2106","SPR1575120",1978,51.7550415115356,38.2748,7.4843,3.94652184791317,22.87955,1.69149429564668,-0.77138123359841,1.17623098089965
"2107","SPR1575120",1979,39.4817596511841,38.4988,6.6562,3.67583878427072,22.5775,0.645814232932669,-0.920437877949799,0.799603474142262
"2108","SPR1575120",1980,39.9516591424942,39.3048,8.8021,3.68767020182537,24.05345,0.691520370893629,-0.192081134925685,0.411834398751581
"2109","SPR1575120",1981,30.3326803827286,39.6242,10.8673,3.41222569177294,25.24575,-0.372553711429843,0.396299057294684,-0.385851105114154
"2110","SPR1575120",1982,42.9107589244843,41.2102,8.2939,3.75912258527174,24.75205,0.967549213621527,0.152666329877762,0.340228509261925
"2111","SPR1575120",1983,48.9203996124268,35.0254,6.4737,3.8901944794779,20.74955,1.47389513977294,-1.82250075840709,1.66911428620806
"2112","SPR1575120",1984,52.6110190601349,33.7388,10.1495,3.96292558563942,21.94415,1.75486383662756,-1.23298555449326,1.46261199863235
"2113","SPR1575120",1985,30.4012601356506,33.1272,6.7917,3.41448405938369,19.95945,-0.363829375473782,-2.21240194927626,1.07886016638624
"2114","SPR1575120",1986,41.4502601356506,34.7692,11.3869,3.72449415745186,23.07805,0.833775581510527,-0.673424789619762,0.743979138051698
"2115","SPR1575120",1987,29.2557196536064,36.8376,8.1454,3.37607509827473,22.4915,-0.512207646063515,-0.96287744561813,0.313840005278206
"2116","SPR1575120",1988,36.0375199079513,44.2601,8.8603,3.58456061538758,26.5602,0.293196082104342,1.04495824010443,-0.456170338332572
"2117","SPR1575120",1989,42.0878006782532,43.3102,8.9378,3.73975792858411,26.124,0.892741299350617,0.829700805023896,-0.0718262790991103
"2118","SPR1575120",1990,26.6446002058983,37.8173,10.0644,3.28258651116623,23.94085,-0.873364898812011,-0.247647359570499,-0.245598034117805
"2119","SPR1575120",1991,28.9356802616119,40.6391,10.8563,3.36507544474122,25.7477,-0.554700583161134,0.644003022307696,-0.604709949083209
"2120","SPR1575120",1992,31.424879825592,40.1493,9.5396,3.44759993030327,24.84445,-0.235898926061684,0.198264190953969,-0.214823474401363
"2121","SPR1575120",1993,43.6092606201172,42.5713,7.2122,3.77526952734537,24.89175,1.02992672321887,0.221605953171553,0.329068424440233
"2122","SPR1575120",1994,23.3044997577667,37.7909,11.8104,3.14864646457681,24.80065,-1.39079083020515,0.17664962044382,-0.710871752738807
"2123","SPR1575120",1995,49.1515407848358,42.7899,9.1037,3.89490819472513,25.9468,1.49210476836593,0.742255556293334,0.240862986556744
"2124","SPR1575120",1996,44.7649589729309,42.6227,10.5006,3.80142566758689,26.56165,1.13097092598524,1.04567379095465,-0.0879501155011003
"2125","SPR1575120",1997,40.6171410512924,39.4064,9.9244,3.70419017089072,24.6654,0.755338927015467,0.109905998035192,0.270801768987098
"2126","SPR1575120",1998,47.3227398643494,38.0719,7.4283,3.85699093820216,22.7501,1.34562600960896,-0.835262652606148,1.05982252968739
"2127","SPR1575120",1999,27.4853397674561,34.6935,11.1281,3.3136527631593,22.9108,-0.753352364982725,-0.755959879067765,0.0918624916855492
"2128","SPR1575120",2000,33.3095603294373,39.6915,9.7281,3.50584445276204,24.7098,-0.0108935818858621,0.131816658552331,-0.0786105048190845
"2129","SPR1575120",2001,26.9671800193787,36.7071,7.8902,3.29462057178048,22.29865,-0.826875927213711,-1.05804570869764,0.228680188896645
"2130","SPR1575120",2002,34.033459941864,44.9058,8.3754,3.52734415662872,26.6406,0.0721622672134733,1.08463430104087,-0.57564381100896
"2131","SPR1575120",2003,25.7632200775146,40.329,10.6046,3.24894789643304,25.4668,-1.0033147681924,0.505383550702645,-0.724473286398136
"2132","SPR1575120",2004,29.6748199806213,44.3719,10.4462,3.39029887411242,27.40905,-0.457259550642076,1.46385157749121,-1.02095108567759
"2133","SPR1575120",2005,42.666919883728,35.7473,8.3366,3.75342391000877,22.04195,0.945534570273774,-1.18472288335416,1.07948002559879
"2134","SPR1575120",2006,44.9249802131653,39.9085,8.8935,3.80499399222802,24.401,1.14475577784965,-0.0205709983776791,0.515212301345348
"2135","SPR1575120",2007,26.9620996608734,40.4163,11.226,3.29443216360776,25.82115,-0.827603769832354,0.68024937399652,-0.745085308164287
"2136","SPR1575120",2008,32.2833992490768,39.7645,8.8393,3.47455314297146,24.3019,-0.131775540084193,-0.0694751978652547,-0.0190751268325023
"2137","SPR1575120",2009,33.3375,44.3531,9.7633,3.50668288950813,27.0582,-0.00765460351228466,1.29071294590477,-0.726167275252076
"2138","SPR1575120",2010,31.7169795470238,40.771,7.8245,3.45685216988163,24.29775,-0.200156451699402,-0.0715231537469238,-0.0480158726494594
"2139","SPR1575120",2011,46.0273385562897,42.357,9.9927,3.8292355363941,26.17485,1.2384036739639,0.854794433116158,0.0662127339990661
"2140","SPR1575120",2012,23.3426002967358,45.2352,13.2026,3.15028003011024,29.2189,-1.38448017712454,2.35698240940435,-1.92908142720123
"2141","SPR1575120",2013,26.4794991521835,45.6059,11.4221,3.27637081669747,28.514,-0.897376847304267,2.00912599952753,-1.51995637254929
"2142","SPR1575120",2014,31.1734196414947,37.2415,14.5661,3.43956579714547,25.9038,-0.2669357140722,0.721035772459167,-0.521231746768901
"2143","SPR1575",1896,31.3944002180099,38.2133,9.1342,3.44662954000422,23.67375,-0.239647656311429,-0.379456761014817,0.107050817391269
"2144","SPR1575",1897,43.9902602567673,36.9562,5.3574,3.78396825161426,21.1568,1.06353090375616,-1.62152966616374,1.3760102107044
"2145","SPR1575",1898,29.9288202228546,39.9872,8.652,3.3988219032078,24.3196,-0.424334100933322,-0.0607405426590974,-0.152692300521567
"2146","SPR1575",1899,42.1792401065826,41.3285,7.5095,3.74192815939718,24.419,0.901125152637099,-0.0116882981680262,0.403040514134418
"2147","SPR1575",1900,19.5732403488159,35.5878,13.1626,2.97416334505547,24.3752,-2.06483935362741,-0.0333028686781769,-0.88987970913628
"2148","SPR1575",1901,39.7967192902565,31.7235,6.9918,3.68378447899981,19.35765,0.676509373037901,-2.50938022628558,1.7029170508566
"2149","SPR1575",1902,30.5282598934174,37.0617,7.5329,3.41865280850982,22.2973,-0.347725014199772,-1.05871191121336,0.439879664031584
"2150","SPR1575",1903,41.2470598449707,40.9618,6.8281,3.71957983375484,23.89495,0.814790979213879,-0.27029824510511,0.509875048112969
"2151","SPR1575",1904,37.0230406637192,42.5093,9.3766,3.61154043947524,25.94295,0.397422271081086,0.740355645415159,-0.239733362156811
"2152","SPR1575",1905,27.1398996124268,35.4828,9.8324,3.30100495552099,22.6576,-0.802212312503859,-0.880909862016854,0.14033610522774
"2153","SPR1575",1906,45.3466196899414,42.5489,8.8663,3.81433563552375,25.7076,1.1808436291392,0.624214340173975,0.170011166323823
"2154","SPR1575",1907,56.3473595542908,39.8556,8.7008,4.03153538143389,24.2782,2.01991143363545,-0.0811707531412939,0.934216652558722
"2155","SPR1575",1908,41.9887401065826,35.2794,8.626,3.73740148963968,21.9527,0.883638102460365,-1.22876627189368,1.07690987734302
"2156","SPR1575",1909,36.7918997335434,35.7417,8.1519,3.6052777050095,21.9468,0.373228601625833,-1.23167782362906,0.853960165947642
"2157","SPR1575",1910,34.8996003875732,40.4542,11.259,3.55247537893003,25.8566,0.169247093129389,0.697743358576083,-0.316267559825675
"2158","SPR1575",1911,41.7322007751465,41.5719,8.545,3.73127303165392,25.05845,0.859963158617726,0.303869626779818,0.208216798795101
"2159","SPR1575",1912,28.1736802616119,36.3415,10.7688,3.33838821806966,23.55515,-0.657796434390444,-0.437983885729518,-0.0441594551232653
"2160","SPR1575",1913,22.2072198352814,33.0908,10.0662,3.10041745381185,21.5785,-1.57710509132919,-1.41342773958542,0.0975932939829909
"2161","SPR1575",1914,39.9008593120575,38.5815,10.3536,3.68639786030695,24.46755,0.686605168069834,0.0122703182307812,0.295234895741489
"2162","SPR1575",1915,17.6047396221161,40.1274,7.9702,2.8681681625014,24.0488,-2.47431103482182,-0.194375832479844,-0.979846389132888
"2163","SPR1575",1916,44.2061590213776,41.2015,8.3588,3.78886412375118,24.78015,1.08244422553656,0.166533211871718,0.383016860587925
"2164","SPR1575",1917,28.9534601840973,36.3004,7.0557,3.36568971964347,21.67805,-0.552327567983645,-1.3643014725926,0.520984694739052
"2165","SPR1575",1918,31.0794395494461,41.5552,9.9274,3.43654649282225,25.7413,-0.278599636785216,0.640844728899819,-0.481456888369394
"2166","SPR1575",1919,31.1632604384422,37.9052,8.6163,3.43923985090869,23.26075,-0.26819488218092,-0.583265382491804,0.208622866035806
"2167","SPR1575",1920,35.0240598449707,40.4765,9.9225,3.55603524946368,25.1995,0.182999285796331,0.373475452589331,-0.12862656769964
"2168","SPR1575",1921,30.2793397674561,36.3089,11.2391,3.41046562408636,23.774,-0.379353056997038,-0.329985055680512,0.0178762861023901
"2169","SPR1575",1922,45.9079596996307,41.119,5.9477,3.82663851596735,23.53335,1.2283710829101,-0.448741822650095,0.791778697164497
"2170","SPR1575",1923,26.890979970932,41.7102,9.3279,3.29179091331073,25.51905,-0.837807226003864,0.531168055477881,-0.666089290509314
"2171","SPR1575",1924,26.1772403488159,36.5744,10.3746,3.26489034426164,23.4745,-0.941727243576351,-0.477783317502203,-0.146801329372361
"2172","SPR1575",1925,26.9417806491852,40.5584,10.348,3.29367826564963,25.4532,-0.830516165065112,0.498672177210908,-0.644683531866758
"2173","SPR1575",1926,20.0837796802521,34.2149,12.0423,2.99991250819853,23.1286,-1.96536735058465,-0.648479206530992,-0.501613278599889
"2174","SPR1575",1927,37.4015,40.5881,9.1853,3.6217108105681,24.8867,0.436711593948545,0.219113862279398,0.0694493384608969
"2175","SPR1575",1928,30.2793400096893,39.8255,12.0814,3.41046563208631,25.95345,-0.379353026092293,0.745537220537454,-0.584416174981583
"2176","SPR1575",1929,30.2615603294373,43.1377,8.6046,3.40987827112327,25.87115,-0.381622069601711,0.70492354124555,-0.562670893722261
"2177","SPR1575",1930,27.028140203476,42.4697,9.7107,3.29687855301834,26.0902,-0.81815308386091,0.813021067963552,-0.81527915495839
"2178","SPR1575",1931,21.280119811058,37.8321,11.3282,3.05777329467649,24.58015,-1.74184442299997,0.0678365428755987,-0.80440001013032
"2179","SPR1575",1932,43.0911008720398,40.2996,6.9771,3.76331649950376,23.63835,0.983750790617672,-0.396926071427131,0.655128947870969
"2180","SPR1575",1933,28.1508204045296,39.8581,7.1875,3.33757649819404,23.5228,-0.660932202395368,-0.453948071939639,-0.0365992487677639
"2181","SPR1575",1934,25.62860014534,45.5163,14.7303,3.24370892106697,30.1233,-1.02355353753255,2.8032887466048,-2.02020525461301
"2182","SPR1575",1935,44.823379825592,43.2514,9.2113,3.80272987440054,26.23135,1.13600922813955,0.882676242107563,0.00554536480116513
"2183","SPR1575",1936,44.3941204166412,42.726,9.3158,3.79310703762085,26.0209,1.09883509381484,0.778822672156394,0.0473467448709493
"2184","SPR1575",1937,39.0982208136767,39.7441,6.2524,3.66607696246948,22.99825,0.608103183353251,-0.712804760549211,0.666736066582989
"2185","SPR1575",1938,42.5551597480774,44.7058,6.2549,3.75080111084216,25.48035,0.935402392958621,0.512070250027131,0.1248177128866
"2186","SPR1575",1939,31.6331599903107,38.531,6.9957,3.4542059371744,22.76335,-0.210379155499249,-0.828723998285156,0.371518610620018
"2187","SPR1575",1940,35.8495596027374,40.6017,9.3965,3.5793312825277,24.9991,0.272994562883745,0.274581390255218,-0.0336479708740743
"2188","SPR1575",1941,34.1020403003693,41.578,10.2405,3.52935721535496,25.90925,0.0799389465031975,0.723725256689311,-0.370113007284607
"2189","SPR1575",1942,40.7720796318054,31.539,7.327,3.70799752440456,19.433,0.770047175132458,-2.47219625624129,1.72325066055341
"2190","SPR1575",1943,41.5493199806213,39.321,8.4829,3.72688115487683,23.90195,0.842996829354607,-0.266843861690245,0.520351167462564
"2191","SPR1575",1944,31.5849000968933,39.9089,6.9028,3.45267916135352,23.40585,-0.216277267537158,-0.51166094913512,0.191368133799318
"2192","SPR1575",1945,50.9828800678253,43.2875,7.1102,3.93148989142492,25.19885,1.63342410465714,0.373154688415094,0.50973998053669
"2193","SPR1575",1946,37.9831599903107,37.5416,9.0891,3.63714290335307,23.31535,0.496327557851333,-0.556321191855863,0.52992399289387
"2194","SPR1575",1947,26.0324596996307,36.8531,11.8191,3.25934420934161,24.3361,-0.963152605891052,-0.052598067466919,-0.394332228810588
"2195","SPR1575",1948,29.207459941864,39.5897,8.278,3.37442415410652,23.93385,-0.518585434825444,-0.251101742985364,-0.0875606152513914
"2196","SPR1575",1949,34.5566990795135,39.4252,5.1927,3.54260142662867,22.30895,0.131102870425599,-1.05296283024434,0.647344447924093
"2197","SPR1575",1950,29.7713407363892,40.7604,10.0124,3.39354621050632,25.3864,-0.444714713597849,0.465707489766206,-0.456470668252129
"2198","SPR1575",1951,38.9559792442322,40.842,9.6985,3.66243227129853,25.27025,0.594023318728827,0.408389399246707,0.0326721966625278
"2199","SPR1575",1952,51.0920994186401,41.1586,5.2529,3.93362987505353,23.20575,1.64169110956266,-0.610406966465737,1.06417198942838
"2200","SPR1575",1953,20.5460598449707,46.5786,12.6875,3.02266918752081,29.63305,-1.87745565954395,2.56135853672807,-2.26044127076706
"2201","SPR1575",1954,31.115,43.0168,11.0372,3.43769001802118,27.027,-0.274182066340883,1.27531626554138,-0.834817217893159
"2202","SPR1575",1955,26.6471404457092,40.6254,7.2477,3.28268184450614,23.93655,-0.872996615065293,-0.249769337953916,-0.244247681374536
"2203","SPR1575",1956,40.4215596027374,43.9668,9.968,3.6993632961578,26.9674,0.736692150207504,1.24590465818053,-0.373562062489795
"2204","SPR1575",1957,24.3636797771454,40.9383,9.5961,3.19309348960866,25.2672,-1.21908681851957,0.406884275044517,-0.764253394173539
"2205","SPR1575",1958,38.7730994186401,39.8482,9.2592,3.65772669222339,24.5537,0.575845121112089,0.0547839084008616,0.222692864584837
"2206","SPR1575",1959,20.8635598449707,45.0817,11.811,3.03800408913419,28.44635,-1.81821515640715,1.97574185123959,-1.90643010551332
"2207","SPR1575",1960,23.2054401550293,39.2582,9.086,3.14438674062483,24.1721,-1.40724663778066,-0.133529336043736,-0.544412092438999
"2208","SPR1575",1961,32.2224401550293,40.8306,11.0488,3.47266310905337,25.9397,-0.13907696027429,0.738751824543971,-0.474894884265312
"2209","SPR1575",1962,40.0989792442322,33.5372,7.0344,3.69135087873248,20.2858,0.705739252589683,-2.05135365964184,1.45928332053889
"2210","SPR1575",1963,23.6524799406528,43.981,11.3364,3.1634679695104,27.6587,-1.33353363797482,1.58704969456562,-1.47550262966567
"2211","SPR1575",1964,29.149040058136,40.9634,7.7209,3.372421981144,24.34215,-0.526320061147607,-0.0496124932297854,-0.203797830696267
"2212","SPR1575",1965,36.8173001937866,42.575,9.9087,3.60596784866753,26.24185,0.375894706604489,0.887857817229858,-0.331806706742745
"2213","SPR1575",1966,26.8020795106888,35.5934,9.6624,3.28847947818899,22.6279,-0.850599683866483,-0.895566317362777,0.127253276821902
"2214","SPR1575",1967,37.5284996366501,41.9109,10.2822,3.62510063464063,26.09655,0.449806877417938,0.816154687204177,-0.259131598770447
"2215","SPR1575",1968,27.056080116272,41.3857,10.4864,3.29791175327957,25.93605,-0.814161711443939,0.736950610334792,-0.770923494822817
"2216","SPR1575",1969,47.5945197868347,33.709,6.8357,3.86271762408066,20.27235,1.36774886121258,-2.05799101063183,1.75428446488736
"2217","SPR1575",1970,28.4810197868347,42.1792,11.2204,3.34923789302472,26.6998,-0.615882881932585,1.11384851506372,-0.894743636486022
"2218","SPR1575",1971,32.2097403488159,39.8351,10.0274,3.47226890211272,24.93125,-0.140599827397456,0.241098545298286,-0.196879109421921
"2219","SPR1575",1972,32.2859394283295,38.8631,12.6282,3.47463182363649,25.74565,-0.131471587551521,0.642991381450486,-0.417922672134941
"2220","SPR1575",1973,50.0100598449707,34.5935,6.45,3.91222418209018,20.52175,1.55899843548416,-1.93491626439367,1.76951241967348
"2221","SPR1575",1974,34.4551003875732,38.4192,10.1245,3.53965703838999,24.27185,0.119728357234251,-0.0843043723819213,0.0998909257169463
"2222","SPR1575",1975,41.5950395736694,42.2256,7.7145,3.72798091913988,24.97005,0.847245346229235,0.260245699083533,0.227050360854085
"2223","SPR1575",1976,24.4475,38.4836,10.4433,3.19652796120429,24.46345,-1.20581905649121,0.010247036516362,-0.536298725305295
"2224","SPR1575",1977,15.2806400823593,31.2332,10.9369,2.72658667306777,21.08505,-3.02125674600847,-1.65693709616609,-0.401468194390714
"2225","SPR1575",1978,51.7550415115356,38.2748,7.4843,3.94652184791317,22.87955,1.69149429564668,-0.77138123359841,1.17623098089965
"2226","SPR1575",1979,39.4817596511841,38.4988,6.6562,3.67583878427072,22.5775,0.645814232932669,-0.920437877949799,0.799603474142262
"2227","SPR1575",1980,39.9516591424942,39.3048,8.8021,3.68767020182537,24.05345,0.691520370893629,-0.192081134925685,0.411834398751581
"2228","SPR1575",1981,30.3326803827286,39.6242,10.8673,3.41222569177294,25.24575,-0.372553711429843,0.396299057294684,-0.385851105114154
"2229","SPR1575",1982,42.9107589244843,41.2102,8.2939,3.75912258527174,24.75205,0.967549213621527,0.152666329877762,0.340228509261925
"2230","SPR1575",1983,48.9203996124268,35.0254,6.4737,3.8901944794779,20.74955,1.47389513977294,-1.82250075840709,1.66911428620806
"2231","SPR1575",1984,52.6110190601349,33.7388,10.1495,3.96292558563942,21.94415,1.75486383662756,-1.23298555449326,1.46261199863235
"2232","SPR1575",1985,30.4012601356506,33.1272,6.7917,3.41448405938369,19.95945,-0.363829375473782,-2.21240194927626,1.07886016638624
"2233","SPR1575",1986,41.4502601356506,34.7692,11.3869,3.72449415745186,23.07805,0.833775581510527,-0.673424789619762,0.743979138051698
"2234","SPR1575",1987,29.2557196536064,36.8376,8.1454,3.37607509827473,22.4915,-0.512207646063515,-0.96287744561813,0.313840005278206
"2235","SPR1575",1988,36.0375199079513,44.2601,8.8603,3.58456061538758,26.5602,0.293196082104342,1.04495824010443,-0.456170338332572
"2236","SPR1575",1989,42.0878006782532,43.3102,8.9378,3.73975792858411,26.124,0.892741299350617,0.829700805023896,-0.0718262790991103
"2237","SPR1575",1990,26.6446002058983,37.8173,10.0644,3.28258651116623,23.94085,-0.873364898812011,-0.247647359570499,-0.245598034117805
"2238","SPR1575",1991,28.9356802616119,40.6391,10.8563,3.36507544474122,25.7477,-0.554700583161134,0.644003022307696,-0.604709949083209
"2239","SPR1575",1992,31.424879825592,40.1493,9.5396,3.44759993030327,24.84445,-0.235898926061684,0.198264190953969,-0.214823474401363
"2240","SPR1575",1993,43.6092606201172,42.5713,7.2122,3.77526952734537,24.89175,1.02992672321887,0.221605953171553,0.329068424440233
