"","plot","year","Pndjfm","VPDaso","VPDmjj","logP","vpdtot","stdP","stdVPD","fdsi"
"66","SS452",1961,30.0685200896263,38.7067,9.9802,3.40347878027971,24.34345,-0.0701984347522162,0.433845084632744,-0.273840558685312
"67","SS452",1962,34.7497393798828,35.035,6.906,3.54817207212319,20.9705,0.486880510059485,-1.55585542265228,1.08550646111145
"68","SS452",1963,21.7754200351238,41.3975,10.5465,3.08078181234007,25.972,-1.31260355321632,1.39452542710418,-1.35847980259352
"69","SS452",1964,25.2120404214859,38.1876,5.8514,3.22732167491334,22.0195,-0.748415186395012,-0.937051161651677,0.195445968511134
"70","SS452",1965,32.095439912796,38.442,8.7475,3.46871396125326,23.59475,0.180961417362129,-0.00781244655043154,0.0839979937075783
"71","SS452",1966,25.3644396705627,33.671,9.4554,3.23334818012071,21.5632,-0.725212734373558,-1.20622216669893,0.356390810227038
"72","SS452",1967,34.5236794137955,39.3344,8.9133,3.54164544842029,24.12385,0.461752568056997,0.304303220270751,0.0327613265934583
"73","SS452",1968,26.423619811058,39.7229,9.0296,3.27425829996871,24.37625,-0.567706010276785,0.453193778399017,-0.503579160425235
"74","SS452",1969,40.2767794380188,31.9813,7.0338,3.69577511028489,19.50755,1.05516217469307,-2.41884845757205,1.8188264931053
"75","SS452",1970,26.075639840126,39.833,10.2879,3.26100153903739,25.06045,-0.618745435098401,0.856802811169861,-0.752057565698418
"76","SS452",1971,30.3250603294373,37.6601,9.7375,3.41197444425723,23.6988,-0.0374895547221184,0.0535665652294649,-0.0464926806062324
"77","SS452",1972,28.0492200775146,37.2412,11.3515,3.33396082685896,24.29635,-0.337847250006178,0.406060832303738,-0.376046856092812
"78","SS452",1973,39.7535395736694,33.8411,7.2693,3.68269888301447,20.5552,1.00481781665741,-1.8008405604917,1.45059055320461
"79","SS452",1974,30.0405796318054,39.2095,9.2105,3.40254912204285,24.21,-0.0737776817444497,0.355123036367226,-0.231331080333204
"80","SS452",1975,34.2442794380188,40.5846,6.8189,3.53351952705074,23.70175,0.430467222036459,0.0553067678700302,0.158433787688825
"81","SS452",1976,20.9600798740387,36.6601,8.7831,3.04261967022987,22.7216,-1.45953037745017,-0.522882933197408,-0.349378923487525
"82","SS452",1977,11.7093999757767,33.2437,12.2307,2.46039193597029,22.7372,-3.70114647249554,-0.513680505674427,-1.34084336472036
"83","SS452",1978,45.0341998062134,39.9712,9.533,3.80742219681346,24.7521,1.4850109974147,0.674907392790893,0.27545669889957
