"","site","Avg_pdc","Avg_delta_pdc","prop_died","n.died","Cluster","Avg_depth","Pct_pimo","avg_height","avg_Diam","avg_ENN","fdsi_anom","BA.Plot","cwd_normal_cum","cwd_peak_anom","vpd_normal_annual_max","vpd_peak_anom","avg_summer_tmax","peak_tmax","min_ann_ppt","tmean","ppt","Pndjfm","AWC"
"16","DIA248360",12.5,-5.55555555555556,0,0,"DIA248",-0.243917502991603,-0.0706470072343969,0.271119787392006,0.347453492837049,0.862868289273405,1.29996443618141,-0.938561541572061,-2.66340775455175,2.89370763261236,-1.92512479473776,1.15282955375771,-1.6989740168854,0.854208625695616,1.89342352603082,-1.91738829422343,1.94703631698125,1.73733028196705,1.94415317789723
"17","DIA333",32.6388888888889,-18.6055555555556,0,0,"DIA333",1.57560274675409,-0.104275058621976,1.79843111526783,1.20301781931451,0.268835915498046,0.882755256674824,0.746053340689664,-0.20054963012346,-0.247193045482436,-0.0944347616457992,0.0119975903648743,-0.0477804843901254,-0.145219862119169,-0.0196137584414328,-0.535373798795183,0.012691014539514,-0.0972482589843469,0.293500735662415
"18","DIA333120",20.1785714285714,-4.10714285714286,0.0294117647058824,1,"DIA333",-0.773651246588451,-0.329118465755007,0.769561704168235,1.23453661972245,0.125091814812079,0.882755256674824,0.366793486253288,-0.20054963012346,-0.247193045482436,-0.0944347616457992,0.0119975903648743,-0.0477804843901254,-0.145219862119169,-0.0196137584414328,-0.535373798795183,0.012691014539514,-0.0972482589843469,-1.60259074903869
"19","DIA333240",29.2727272727273,-18.4545454545455,0.0483870967741935,3,"DIA333",-0.727587442797421,0.925012854959695,1.03860365714604,-0.496173182548143,-0.310555743275686,0.882755256674824,0.175306828573874,-0.20054963012346,-0.247193045482436,-0.0944347616457992,0.0119975903648743,-0.0477804843901254,-0.145219862119169,-0.0196137584414328,-0.535373798795183,0.012691014539514,-0.0972482589843469,0.274399971585558
"20","DIA333360",28.0434782608696,-19.3478260869565,0,0,"DIA333",-0.49726842384227,0.0280080158267109,1.10009589450395,0.91349657316286,-0.0478946871180813,0.882755256674824,-0.306757507122357,-0.20054963012346,-0.247193045482436,-0.0944347616457992,0.0119975903648743,-0.0477804843901254,-0.145219862119169,-0.0196137584414328,-0.535373798795183,0.012691014539514,-0.0972482589843469,0.355783672570415
"21","FC791",25.4814814814815,-14.0925925925926,0.0161290322580645,1,"FC791",-1.0039702655436,-0.644397751341353,-0.719836799647337,-0.102923908680876,-0.455906034463128,-0.0379468533341599,0.982548579941645,0.631947688532511,-0.892742508235322,-0.63570573866307,1.02421832946421,-0.491116861376415,-0.196279681606234,-0.679544846309113,-0.635278375022056,-0.328561557994597,-0.56906481765136,0.27696214703049
"22","FC791120",19.6739130434783,-6.41304347826087,0,0,"FC791",-1.07306597123015,0.128337289315224,-1.13934153720861,-0.912131058373851,-0.613196686547758,-0.0379468533341599,-0.477274123155017,0.631947688532511,-0.892742508235322,-0.63570573866307,1.02421832946421,-0.491116861376415,-0.196279681606234,-0.679544846309113,-0.635278375022056,-0.328561557994597,-0.56906481765136,2.16188414406417
"23","FC791240",30.78125,-11.5625,0,0,"FC791",-0.458881921066943,-1.31892405972377,-1.28572584237072,1.54616065407692,0.00731887019792991,-0.0379468533341599,1.19405552034837,0.429041650104757,-0.712538414562215,-0.63570573866307,1.02421832946421,-0.491116861376415,-0.196279681606234,-0.679544846309113,-0.635278375022056,-0.328561557994597,-0.56906481765136,0.19420459697173
"24","FC791360",32.1052631578947,-10.2631578947368,0,0,"FC791",-1.37248069587184,-1.34268780561645,-1.17945421189485,0.807432694030255,-0.411674667681907,-0.0379468533341599,0.999765545973302,0.394250429542634,-0.935054325970387,-0.63570573866307,1.02421832946421,-0.491116861376415,-0.196279681606234,-0.679544846309113,-0.635278375022056,-0.328561557994597,-0.56906481765136,0.238655769750301
"25","FC795",37.5714285714286,-3.10714285714286,0.121212121212121,4,"FC795",-0.681523639006391,-1.82553230295421,-1.77680033285607,2.47936285333643,0.0102441826440992,-0.0654948881542256,1.30113414659948,0.286862343416539,-0.931193350795317,-0.446898946301342,1.1034324750136,-0.266635951661529,-0.43299131502088,-0.72277735740173,-0.518722639105201,-0.386208050360175,-0.607639896826523,2.19391112510605
"26","FC795120",39.7619047619048,-4.04761904761905,0,0,"FC795",-0.58939603142433,-2.21770878427804,-2.35691970658302,3.47988295335248,0.589008148843306,-0.0654948881542256,1.00903139762744,0.286862343416539,-0.931193350795317,-0.446898946301342,1.1034324750136,-0.266635951661529,-0.43299131502088,-0.72277735740173,-0.518722639105201,-0.386208050360175,-0.607639896826523,0.172082344705456
"27","FC795240",40.7954545454545,-2.38636363636364,0.24,12,"FC795",-1.05003406933463,-2.09191486492755,-2.38253252912419,1.75344119395486,-0.160551718636496,-0.0654948881542256,2.9454232276171,0.286862343416539,-0.931193350795317,-0.446898946301342,1.1034324750136,-0.266635951661529,-0.43299131502088,-0.72277735740173,-0.518722639105201,-0.386208050360175,-0.607639896826523,0.0254726602512252
"28","FC795360",48.9285714285714,-14.4642857142857,0.161290322580645,5,"FC795",-0.266949404887118,-1.76817493114242,-1.07491273576301,1.49206531628482,0.112178412718061,-0.0654948881542256,0.518087066376733,0.286862343416539,-0.931193350795317,-0.446898946301342,1.1034324750136,-0.266635951661529,-0.43299131502088,-0.72277735740173,-0.518722639105201,-0.386208050360175,-0.607639896826523,-2.29348022222606
"29","NP342",37.3333333333333,-33.1666666666667,0.108695652173913,5,"NP342",-1.07306597123015,0.517717550209107,-0.0736442970313093,-0.755004194014336,-0.153041272402209,-1.21455361768352,-0.962236051707766,1.22973350313721,-0.859281258865303,0.770984038469057,-0.84707017147245,0.626465842893904,-0.55770128650425,-1.00760313985611,1.02979948336784,-1.01665860580878,-1.0429778216182,0.161496165386595
"30","NP342120",35.6818181818182,-20.7954545454545,0.0909090909090909,5,"NP342",-1.02700216743912,-0.156959950869625,-0.771457728370649,-0.571638982328705,-0.463434678507612,-1.21455361768352,-0.0951501586697036,1.22973350313721,-0.859281258865303,0.770984038469057,-0.84707017147245,0.626465842893904,-0.55770128650425,-1.00760313985611,1.02979948336784,-1.01665860580878,-1.0429778216182,0.308943580529141
"31","NP342240",31.1764705882353,-30.8823529411765,0.1,2,"NP342",-0.036630385931967,0.380002420412296,-0.518059381878514,-0.249895562797873,0.864801834503003,-1.21455361768352,-1.14058832729643,1.22973350313721,-0.859281258865303,0.770984038469057,-0.84707017147245,0.626465842893904,-0.55770128650425,-1.00760313985611,1.02979948336784,-1.01665860580878,-1.0429778216182,-0.240235449924513
"32","NP342360",48.6170212765957,-31.9148936170213,0.233333333333333,14,"NP342",0.838581886097608,-0.520127148729748,-1.253258719037,-0.569347284782761,-0.286166613791513,-1.21455361768352,-0.0359221379799849,1.22973350313721,-0.859281258865303,0.770984038469057,-0.84707017147245,0.626465842893904,-0.55770128650425,-1.00760313985611,1.02979948336784,-1.01665860580878,-1.0429778216182,-0.9410134373299
"33","RAV339",66.3888888888889,-47.5925925925926,0.349206349206349,22,"RAV339",2.15140029414197,-0.519531997984284,1.15983659036029,-0.74291511805595,-0.489926724975472,-1.40285876469062,-0.120181441640317,2.27302297023886,-1.54687704700929,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,0.040916099747338
"34","RAV339120",67.9838709677419,-43.0645161290323,0.341463414634146,28,"RAV339",2.15140029414197,-0.220697212163401,1.69623519746671,-0.603465128476511,-0.821824308136349,-1.40285876469062,0.215602527216632,2.27302297023886,-1.54687704700929,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,-0.634021658543035
"35","RAV339240",58.9583333333333,-45.625,0.164179104477612,11,"RAV339",2.15140029414197,0.0415276308781265,-0.0540193200849259,-0.762815401205124,-0.10591873532136,-1.40285876469062,-1.05547496470703,2.27302297023886,-1.54687704700929,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,1.69617929661151
"36","RAV339360",70.2083333333333,-53.75,0.375,21,"RAV339",2.15140029414197,-0.0689691073269396,1.76252430683599,-0.357525091088469,-0.486254611625997,-1.40285876469062,-0.0207479332269009,2.27302297023886,-1.54687704700929,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,-1.10423493796099
"37","RAV358",80.1449275362319,-61.304347826087,0.72463768115942,50,"RAV358",0.400975750082821,0.855646248239268,0.397687975977859,-1.0464879004421,-0.487043734130942,-1.40285876469062,-0.0168067848059275,1.8532107987774,-1.59570974356045,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,0.235139962644302
"38","RAV358120",51.4285714285714,-31.7857142857143,0.3125,5,"RAV358",1.32225182590343,-0.28160654841562,0.204102386817051,0.0548540315016646,1.1478052670539,-1.40285876469062,-1.15246730852059,1.8532107987774,-1.59570974356045,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,0.0818042353452804
"39","RAV358240",54.5757575757576,-19.4242424242424,0.34375,11,"RAV358",-1.41854449966287,1.13675475756433,0.778700440610274,0.396617741127411,-0.0792321014001874,-1.40285876469062,-0.124683713548106,1.8532107987774,-1.59570974356045,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,0.0818042353452804
"40","RAV358360",58.9333333333333,-31.9333333333333,0.297619047619048,25,"RAV358",0.400975750082821,0.411313205167887,-0.596420463050789,-0.948680896129312,-0.865332585039821,-1.40285876469062,0.294899006067683,1.8532107987774,-1.59570974356045,1.35482270374943,0.302257133318197,1.70092034244014,-0.317875878747127,-0.921138142934191,1.26291095520155,-1.17995875812782,-0.843173021259226,0.31186067773332
"41","ROB926",35,-24,0,0,"ROB926",0.746454278515548,0.432000422106953,0.209756979990563,-0.225218052150771,0.848254208994055,0.475709581093702,-0.88258673302993,-0.892542686215109,1.25674683560942,-0.487696861967071,-0.389595603928115,0.0191885478417618,-0.77226188127066,-0.30528722569943,-0.651928740741042,-0.157742579371762,-0.221513909792465,-0.352302330934697
"42","ROB926120",23.0952380952381,-9.52380952380952,0,0,"ROB926",0.30884814250076,-0.218977374633669,1.50196615330882,0.954748364680898,0.496503252041523,0.475709581093702,-0.360324544273939,-0.521597743852872,0.176470263976874,-0.487696861967071,-0.389595603928115,0.0191885478417618,-0.77226188127066,-0.30528722569943,-0.651928740741042,-0.157742579371762,-0.221513909792465,-0.352302330934697
"43","ROB926240",17.4074074074074,-5.92592592592593,0,0,"ROB926",0.585230965246941,-0.915220408615753,1.29453134200538,0.05481520081697,-0.15188255607172,0.475709581093702,-0.657509227755393,-0.892542686215109,1.25674683560942,-0.487696861967071,-0.389595603928115,0.0191885478417618,-0.77226188127066,-0.30528722569943,-0.651928740741042,-0.157742579371762,-0.221513909792465,2.17486734574955
"44","ROB926360",20,-13.448275862069,0,0,"ROB926",-1.16519357881221,0.669703081636392,0.633582201662354,-0.576790347048722,0.149281217320481,0.475709581093702,-0.929552438506749,-0.521597743852872,0.176470263976874,-0.487696861967071,-0.389595603928115,0.0191885478417618,-0.77226188127066,-0.30528722569943,-0.651928740741042,-0.157742579371762,-0.221513909792465,-0.352302330934697
"45","ROB938",52.2535211267606,-10.7746478873239,0.123711340206186,24,"ROB938",0.999805199366214,-0.279744185373337,0.604537213416794,-1.35985273472611,-1.29812935314874,0.470321699979077,1.48487550593036,-0.848847400549293,1.56742193345451,-2.03382609058687,0.105463364375634,-2.1273094013651,0.949082520569794,2.10577130787656,-1.9506898196324,2.31720862896944,2.12334591413582,-1.85767188945377
"46","ROB938120",61.0576923076923,-13.7019230769231,0.246478873239437,35,"ROB938",-0.63545983521536,-0.311508981221208,-0.374288686227602,-1.01515068171875,-1.31894353718347,0.470321699979077,1.06716733015991,-0.848847400549293,1.56742193345451,-2.03382609058687,0.105463364375634,-2.1273094013651,0.949082520569794,2.10577130787656,-1.9506898196324,2.31720862896944,2.12334591413582,-0.205828010051873
"47","ROB938240",46.3698630136986,-6.71232876712329,0.137931034482759,28,"ROB938",-1.02700216743912,-0.124237048821534,0.159732245746736,-1.38925700357544,-1.33180512638526,0.470321699979077,1.45547675537284,-0.848847400549293,1.56742193345451,-2.03382609058687,0.105463364375634,-2.1273094013651,0.949082520569794,2.10577130787656,-1.9506898196324,2.31720862896944,2.12334591413582,0.174067964343542
"48","ROB938360",41.9718309859155,-5,0.0847457627118644,15,"ROB938",0.285816240605245,-0.301766543001266,-0.475864654579898,-1.47790608714393,-1.29504262791409,0.470321699979077,0.990628471690663,-0.848847400549293,1.56742193345451,-2.03382609058687,0.105463364375634,-2.1273094013651,0.949082520569794,2.10577130787656,-1.9506898196324,2.31720862896944,2.12334591413582,-0.0155627267431894
"49","SHO424",24.8648648648649,-15.4054054054054,0.0416666666666667,2,"SHO424",0.516135259560396,-0.488383054987249,-0.0404205612267045,-0.203097529427037,-0.628831502248728,0.688750021104948,-0.251555053783477,0.33373988609982,0.0436890358724512,1.53990365906406,-0.661809459017771,0.024546413768443,1.91017004203304,1.21399538957318,1.64587810041906,0.683243349813376,1.07497751807071,-0.288870451575135
"50","SHO424120",34.7407407407407,-12.4259259259259,0.0285714285714286,2,"SHO424",-0.727587442797421,-0.902359689811816,-0.711569388399785,0.517873152285977,-0.933912309678635,0.688750021104948,1.47795282135397,0.33373988609982,0.0436890358724512,1.53990365906406,-0.661809459017771,0.024546413768443,1.91017004203304,1.21399538957318,1.64587810041906,0.683243349813376,1.07497751807071,0.276497412115827
"51","SHO424240",24.4642857142857,-8.21428571428571,0.05,2,"SHO424",-0.220885601096088,-0.0870653262035704,0.147001556733154,-0.321806873960925,-0.133069700673642,0.688750021104948,-0.625357192618572,0.33373988609982,0.0436890358724512,1.53990365906406,-0.661809459017771,0.024546413768443,1.91017004203304,1.21399538957318,1.64587810041906,0.683243349813376,1.07497751807071,-1.39641633713041
"52","SHO424360",30.0877192982456,-13.7719298245614,0.0540540540540541,4,"SHO424",-1.21125738260324,-0.271260790610526,-0.222472185921562,-0.102740438495649,-0.785549455709868,0.688750021104948,0.97769627306746,0.33373988609982,0.0436890358724512,1.53990365906406,-0.661809459017771,0.024546413768443,1.91017004203304,1.21399538957318,1.64587810041906,0.683243349813376,1.07497751807071,0.049542171568781
"53","SHO446",40,-20.2020833333333,0.193548387096774,6,"SHO446",0.510377284086517,1.49174709798016,-1.49167719558851,-0.332067441221405,0.139168315554322,0.488214443995627,-0.797610739880023,-0.0923747595650444,0.645137519746764,-1.30076765157019,0.57198968457082,-2.06891201449598,3.43588188659967,2.12230143944324,-0.518722639105201,2.00834602341427,2.41217361650034,-0.24781743667911
"54","SHO446120",39.0909090909091,-4.54545454545455,0.0740740740740741,2,"SHO446",-1.69492732240906,1.49174709798016,-0.103187626046523,1.84633698406285,0.911515662281748,0.488214443995627,-0.596842771618808,-0.0923747595650444,0.645137519746764,-1.30076765157019,0.57198968457082,-2.06891201449598,3.43588188659967,2.12230143944324,-0.518722639105201,2.00834602341427,2.41217361650034,-1.35711949322777
"55","SHO446240",65,-6.25,0.375,3,"SHO446",-0.750619344692936,1.49174709798016,-2.05773488258769,-1.07855700331118,3.42806702529199,0.488214443995627,-1.61079027318922,-0.0923747595650444,0.645137519746764,-1.30076765157019,0.57198968457082,-2.06891201449598,3.43588188659967,2.12230143944324,-0.518722639105201,2.00834602341427,2.41217361650034,-0.234953869641946
"56","SHO446360",44.7826086956522,-10.4347826086957,0.0625,3,"SHO446",-0.704555540901906,1.49174709798016,-0.220848857737779,-0.476901624908182,-0.313578893069989,0.488214443995627,-1.0610681909866,-0.0923747595650444,0.645137519746764,-1.30076765157019,0.57198968457082,-2.06891201449598,3.43588188659967,2.12230143944324,-0.518722639105201,2.00834602341427,2.41217361650034,0.143545731360384
"57","SPR1575",27.0175438596491,-11.5763157894737,0,0,"SPR1575",-0.359077012469179,-0.487767800477686,1.29269424220892,0.05325479501839,-0.703107171090805,-0.899828191206399,0.904611264393525,0.811332400397501,-0.345056407715036,-0.093969032014913,-1.14683636036777,-0.113410407794659,-0.500019480378278,0.0297644548457004,0.030753721099096,0.0647467809063119,0.0508950613936499,0.0549591594401287
"58","SPR1575120",35.3260869565217,-9.89130434782609,0.0869565217391304,6,"SPR1575",-0.059662287827482,-0.788059115977292,1.33666003403348,0.0297831584125074,-0.667404688198655,-0.899828191206399,0.397613562748529,0.811332400397501,-0.345056407715036,-0.093969032014913,-1.14683636036777,-0.113410407794659,-0.500019480378278,0.0297644548457004,0.030753721099096,0.0647467809063119,0.0508950613936499,-0.0171047715117159
"59","SPR1575240",23.9285714285714,-15.8928571428571,0.0125,1,"SPR1575",-0.819715050379481,0.504340131142342,2.26713134067689,-0.32422261004955,-0.720155933894947,-0.899828191206399,0.717518085556518,0.811332400397501,-0.345056407715036,-0.093969032014913,-1.14683636036777,-0.113410407794659,-0.500019480378278,0.0297644548457004,0.030753721099096,0.0647467809063119,0.0508950613936499,0.244669174422306
"60","SPR1575360",46.969696969697,-13.7878787878788,0.219512195121951,9,"SPR1575",-0.359077012469179,-0.619382865475737,0.503396005293839,0.545685447871945,-0.287083276096862,-0.899828191206399,0.0648700980002768,0.811332400397501,-0.345056407715036,-0.093969032014913,-1.14683636036777,-0.113410407794659,-0.500019480378278,0.0297644548457004,0.030753721099096,0.0647467809063119,0.0508950613936499,2.18194500806259
"61","SPR1620",51.9565217391304,-31.1594202898551,0.121621621621622,9,"SPR1620",1.57560274675409,0.506796075504007,-0.849985585083316,-1.17985567975709,-0.696745354945699,-1.15646964895233,0.0738802824638345,0.181917726505706,-0.102594528668725,0.938367267809968,-1.64828601363418,0.0944621598543625,-0.19119973610352,-0.000116709851480754,1.01314832367787,-0.0108303970847739,0.0521970977739704,-0.204556399440659
"62","SPR1620120",65.28,-28.78,0.408163265306122,20,"SPR1620",1.57560274675409,-1.56592978106325,-1.03186602328656,0.792088420680094,-0.311395250961927,-1.15646964895233,2.54375901269421,0.181917726505706,-0.102594528668725,0.938367267809968,-1.64828601363418,0.0944621598543625,-0.19119973610352,-0.000116709851480754,1.01314832367787,-0.0108303970847739,0.0521970977739704,0.153120770560594
"63","SPR1620240",52.0238095238095,-21.2345238095238,0.0930232558139535,4,"SPR1620",1.57560274675409,-1.43466071388325,-0.774531172471693,1.20574814201296,-0.140639967981745,-1.15646964895233,1.75401696023082,0.181917726505706,-0.102594528668725,0.938367267809968,-1.64828601363418,0.0944621598543625,-0.19119973610352,-0.000116709851480754,1.01314832367787,-0.0108303970847739,0.0521970977739704,1.62834229476756
"64","SPR1620360",60.4464285714286,-36.0714285714286,0.0423728813559322,5,"SPR1620",1.57560274675409,1.14594741165788,-0.318325120848918,-1.58910316531697,-1.04404477599335,-1.15646964895233,0.136098249531616,0.181917726505706,-0.102594528668725,0.938367267809968,-1.64828601363418,0.0944621598543625,-0.19119973610352,-0.000116709851480754,1.01314832367787,-0.0108303970847739,0.0521970977739704,0.185509799552865
"65","SS256",8.95833333333333,-5.625,0,0,"SS256",1.09961010796398,-1.35385059788563,-0.962942815382755,-1.10537062061444,0.59938281152481,1.55589759468336,-1.1953227870221,-0.53390525793387,-0.0419313722639717,-0.357665149023327,0.905801329171611,-0.611929523624776,1.01651099470439,1.07772825611976,-0.668579900431008,0.949690690526725,0.830771624599583,-1.84290201799465
"66","SS256120",32.4509803921569,-8.92156862745098,0.0483870967741935,3,"SS256",1.80592176570924,-0.941023195514634,1.08395708461549,0.655653684518943,-0.361454811287535,1.55589759468336,1.20745225188006,-0.53390525793387,-0.0419313722639717,-0.357665149023327,0.905801329171611,-0.611929523624776,1.01651099470439,1.07772825611976,-0.668579900431008,0.949690690526725,0.830771624599583,0.144338723040585
"67","SS256240",17.4390243902439,-11.8292682926829,0,0,"SS256",1.71379415812718,-1.20267546945565,-1.11898047118027,-1.52497466833823,-0.292842631247891,1.55589759468336,-0.986873067703472,-0.53390525793387,-0.0419313722639717,-0.357665149023327,0.905801329171611,-0.611929523624776,1.01651099470439,1.07772825611976,-0.668579900431008,0.949690690526725,0.830771624599583,1.92723469691422
"68","SS256360",25.5813953488372,-9.65116279069767,0.0128205128205128,1,"SS256",-0.220885601096088,-0.692371600966132,-0.269013186718643,-1.16183670469876,-0.742368629981781,1.55589759468336,-0.732483431870904,-0.53390525793387,-0.0419313722639717,-0.357665149023327,0.905801329171611,-0.611929523624776,1.01651099470439,1.07772825611976,-0.668579900431008,0.949690690526725,0.830771624599583,2.06206190412649
"69","SS32",35,-16.25,0.0277777777777778,1,"SS32",0.147624829232154,-0.94846143123492,-0.799357529166825,1.69104468531825,-0.316646727486728,0.7499185567016,-0.439875563198634,-1.87078466174905,1.78007437792099,0.229899353304144,0.643683730180203,0.852018284919343,0.0345927791890779,0.189343157873381,-0.08580280878874,-0.225414369600282,-0.0740325768100291,0.307352282857348
"70","SS32120",26.5833333333333,-11.5833333333333,0.0882352941176471,6,"SS32",0.631294769037972,-0.876179966815614,-0.731418639333964,-0.72669466946213,-0.455184492973557,0.7499185567016,0.245565848425644,-1.87078466174905,1.78007437792099,0.229899353304144,0.643683730180203,0.852018284919343,0.0345927791890779,0.189343157873381,-0.08580280878874,-0.225414369600282,-0.0740325768100291,0.167715003484876
